73,38
73,39
73,40
74,37
74,38
74,39
74,40
74,41
75,36
75,37
75,38
75,39
75,40
75,41
76,35
76,36
76,37
76,38
76,39
76,40
76,41
77,35
77,36
77,37
77,38
77,39
77,40
77,41
77,42
78,31
78,32
78,33
78,34
78,35
78,36
78,37
78,38
78,39
78,40
78,41
78,42
79,30
79,31
79,32
79,33
79,34
79,35
79,36
79,37
79,38
79,39
79,40
79,41
79,42
79,45
80,30
80,31
80,32
80,33
80,34
80,35
80,36
80,37
80,38
80,39
80,40
80,41
80,42
80,43
80,44
80,45
80,46
81,30
81,31
81,32
81,33
81,34
81,35
81,36
81,37
81,38
81,39
81,40
81,41
81,42
81,43
81,44
81,45
81,46
82,29
82,30
82,31
82,32
82,33
82,34
82,35
82,36
82,37
82,38
82,39
82,40
82,41
82,42
82,43
82,44
82,45
82,46
82,47
83,29
83,30
83,31
83,32
83,33
83,34
83,35
83,36
83,37
83,38
83,39
83,40
83,41
83,42
83,43
83,44
83,45
83,46
83,47
83,48
84,28
84,29
84,30
84,31
84,32
84,33
84,34
84,35
84,36
84,37
84,38
84,39
84,40
84,41
84,42
84,43
84,44
84,45
84,46
84,47
84,48
85,28
85,29
85,30
85,31
85,32
85,33
85,34
85,35
85,36
85,37
85,38
85,39
85,40
85,41
85,42
85,43
85,44
85,45
85,46
85,47
85,48
85,49
86,27
86,28
86,29
86,30
86,31
86,32
86,33
86,34
86,35
86,36
86,37
86,38
86,39
86,40
86,41
86,42
86,43
86,44
86,45
86,46
86,47
86,48
86,49
87,27
87,28
87,29
87,30
87,31
87,32
87,33
87,34
87,35
87,36
87,37
87,38
87,39
87,40
87,41
87,42
87,43
87,44
87,45
87,46
87,47
87,48
87,49
87,50
88,27
88,28
88,29
88,30
88,31
88,32
88,33
88,34
88,35
88,36
88,37
88,38
88,39
88,40
88,41
88,42
88,43
88,44
88,45
88,46
88,47
88,48
88,49
88,50
89,27
89,28
89,29
89,30
89,31
89,32
89,33
89,34
89,35
89,36
89,37
89,38
89,39
89,40
89,41
89,42
89,43
89,44
89,45
89,46
89,47
89,48
89,49
90,27
90,28
90,29
90,30
90,31
90,32
90,33
90,34
90,35
90,36
90,37
90,38
90,39
90,40
90,41
90,42
90,43
90,44
90,45
90,46
90,47
90,48
90,49
91,27
91,28
91,29
91,30
91,31
91,32
91,33
91,34
91,35
91,36
91,37
91,38
91,39
91,40
91,41
91,42
91,43
91,44
91,45
91,46
91,47
91,48
92,26
92,27
92,28
92,29
92,30
92,31
92,32
92,33
92,34
92,35
92,36
92,37
92,38
92,39
92,40
92,41
92,42
92,43
92,44
92,45
92,46
92,47
93,26
93,27
93,28
93,29
93,30
93,31
93,32
93,33
93,34
93,35
93,36
93,37
93,38
93,39
93,40
93,41
93,42
93,43
93,44
93,45
93,46
94,26
94,27
94,28
94,29
94,30
94,31
94,32
94,33
94,34
94,35
94,36
94,37
94,38
94,39
94,40
94,41
94,42
94,43
94,44
94,45
95,27
95,28
95,29
95,30
95,31
95,32
95,33
95,34
95,35
95,36
95,37
95,38
95,39
95,40
95,41
95,42
95,43
95,44
95,45
96,27
96,28
96,29
96,30
96,31
96,32
96,33
96,34
96,35
96,36
96,37
96,38
96,39
96,40
96,41
96,42
96,43
96,44
96,45
97,23
97,24
97,25
97,26
97,27
97,28
97,29
97,30
97,31
97,32
97,33
97,34
97,35
97,36
97,37
97,38
97,39
97,40
97,41
97,42
97,43
98,23
98,24
98,25
98,26
98,27
98,28
98,29
98,30
98,31
98,32
98,33
98,34
98,35
98,36
98,37
98,38
98,39
98,40
98,41
98,42
98,43
99,22
99,23
99,24
99,25
99,26
99,27
99,28
99,29
99,30
99,31
99,32
99,33
99,34
99,35
99,36
99,37
99,38
99,39
99,40
99,41
99,42
99,43
100,21
100,22
100,23
100,24
100,25
100,26
100,27
100,28
100,29
100,30
100,31
100,32
100,33
100,34
100,35
100,36
100,37
100,38
100,39
100,40
100,41
100,42
100,43
101,21
101,22
101,23
101,24
101,25
101,26
101,27
101,28
101,29
101,30
101,31
101,32
101,33
101,34
101,35
101,36
101,37
101,38
101,39
101,40
101,41
101,42
101,43
102,21
102,22
102,23
102,24
102,25
102,26
102,27
102,28
102,29
102,30
102,31
102,32
102,33
102,34
102,35
102,36
102,37
102,38
102,39
102,40
102,41
102,42
102,43
103,22
103,23
103,24
103,25
103,26
103,27
103,28
103,29
103,30
103,31
103,32
103,33
103,34
103,35
103,36
103,37
103,38
103,39
103,40
103,41
103,42
103,43
104,22
104,23
104,24
104,25
104,26
104,27
104,28
104,29
104,30
104,31
104,32
104,33
104,34
104,35
104,36
104,37
104,38
104,39
104,40
104,41
104,42
105,22
105,23
105,24
105,25
105,26
105,27
105,28
105,29
105,30
105,31
105,32
105,33
105,34
105,35
105,36
105,37
105,38
105,39
105,40
105,41
105,42
106,22
106,23
106,24
106,25
106,26
106,27
106,28
106,29
106,30
106,31
106,32
106,33
106,34
106,35
106,36
106,37
106,38
106,39
106,40
106,41
106,42
106,43
107,21
107,22
107,23
107,24
107,25
107,26
107,27
107,28
107,29
107,30
107,31
107,32
107,33
107,34
107,35
107,36
107,37
107,38
107,39
107,40
107,41
107,42
107,43
108,18
108,19
108,20
108,21
108,22
108,23
108,24
108,25
108,26
108,27
108,28
108,29
108,30
108,31
108,32
108,33
108,34
108,35
108,36
108,37
108,38
108,39
108,40
108,41
108,42
108,43
109,18
109,19
109,20
109,21
109,22
109,23
109,24
109,25
109,26
109,27
109,28
109,29
109,30
109,31
109,32
109,33
109,34
109,35
109,36
109,37
109,38
109,39
109,40
109,41
109,42
109,43
110,18
110,19
110,20
110,21
110,22
110,23
110,24
110,25
110,26
110,27
110,28
110,29
110,30
110,31
110,32
110,33
110,34
110,35
110,36
110,37
110,38
110,39
110,40
110,41
110,42
110,43
110,44
111,16
111,17
111,18
111,19
111,20
111,21
111,22
111,23
111,24
111,25
111,26
111,27
111,28
111,29
111,30
111,31
111,32
111,33
111,34
111,35
111,36
111,37
111,38
111,39
111,40
111,41
111,42
111,43
111,44
111,45
112,16
112,17
112,19
112,20
112,21
112,22
112,23
112,24
112,25
112,26
112,27
112,28
112,29
112,30
112,31
112,32
112,33
112,34
112,35
112,36
112,37
112,38
112,39
112,40
112,41
112,42
112,43
112,44
112,45
112,46
113,10
113,16
113,17
113,21
113,22
113,23
113,24
113,25
113,26
113,27
113,28
113,29
113,30
113,31
113,32
113,33
113,34
113,35
113,36
113,37
113,38
113,39
113,40
113,41
113,42
113,43
113,44
113,45
113,46
114,10
114,11
114,12
114,15
114,16
114,21
114,22
114,23
114,24
114,25
114,26
114,27
114,28
114,29
114,30
114,31
114,32
114,33
114,34
114,35
114,36
114,37
114,38
114,39
114,40
114,41
114,42
114,43
114,44
114,45
114,46
115,10
115,11
115,12
115,15
115,16
115,22
115,23
115,24
115,25
115,26
115,27
115,28
115,29
115,30
115,31
115,32
115,33
115,34
115,35
115,36
115,37
115,38
115,39
115,40
115,41
115,42
115,43
115,44
115,45
115,46
115,47
115,48
115,49
116,10
116,11
116,22
116,23
116,24
116,25
116,26
116,27
116,28
116,29
116,30
116,31
116,32
116,33
116,34
116,35
116,36
116,37
116,38
116,39
116,40
116,41
116,42
116,43
116,44
116,45
116,46
116,47
116,48
116,49
116,50
117,10
117,11
117,22
117,23
117,24
117,25
117,26
117,27
117,28
117,29
117,30
117,31
117,32
117,33
117,34
117,35
117,36
117,37
117,38
117,39
117,40
117,41
117,42
117,43
117,44
117,45
117,46
117,47
117,48
117,49
117,50
118,15
118,23
118,24
118,25
118,26
118,27
118,28
118,29
118,30
118,31
118,32
118,33
118,34
118,35
118,36
118,37
118,38
118,39
118,40
118,41
118,42
118,43
118,44
118,45
118,46
118,47
118,48
118,49
118,50
119,24
119,25
119,26
119,27
119,28
119,29
119,30
119,31
119,32
119,33
119,34
119,35
119,36
119,37
119,38
119,39
119,40
119,41
119,42
119,43
119,44
119,45
119,46
119,47
119,48
119,49
119,50
119,51
119,52
120,24
120,25
120,26
120,27
120,28
120,29
120,30
120,31
120,32
120,33
120,34
120,35
120,36
120,37
120,38
120,39
120,40
120,41
120,42
120,43
120,44
120,45
120,46
120,47
120,48
120,49
120,50
120,51
120,52
120,53
120,54
121,26
121,27
121,28
121,29
121,30
121,31
121,32
121,33
121,34
121,35
121,36
121,37
121,38
121,39
121,40
121,41
121,42
121,43
121,44
121,45
121,46
121,47
121,48
121,49
121,50
121,51
121,52
121,53
121,54
122,27
122,28
122,29
122,30
122,31
122,32
122,33
122,36
122,37
122,38
122,39
122,40
122,41
122,42
122,43
122,44
122,45
122,46
122,47
122,48
122,49
122,50
122,51
122,52
122,53
122,54
123,28
123,29
123,30
123,31
123,36
123,37
123,38
123,39
123,40
123,41
123,42
123,43
123,44
123,45
123,46
123,47
123,48
123,49
123,50
123,51
123,52
123,53
123,54
124,39
124,40
124,41
124,42
124,43
124,44
124,45
124,46
124,47
124,48
124,49
124,50
124,51
124,52
124,53
124,54
125,39
125,40
125,41
125,42
125,43
125,44
125,45
125,46
125,47
125,48
125,49
125,50
125,51
125,52
125,53
125,54
126,40
126,41
126,42
126,43
126,44
126,45
126,46
126,47
126,48
126,49
126,50
126,51
126,52
126,53
126,54
127,41
127,42
127,43
127,44
127,45
127,46
127,47
127,48
127,49
127,50
127,51
127,52
127,53
128,41
128,42
128,43
128,44
128,45
128,46
128,47
128,48
128,49
128,50
128,51
129,41
129,42
129,43
129,44
129,45
129,46
129,47
129,48
129,49
129,50
130,42
130,43
130,44
130,45
130,46
130,47
130,48
130,49
130,50
131,42
131,43
131,44
131,45
131,46
131,47
131,48
131,49
132,43
132,44
132,45
132,46
132,47
132,48
133,45
133,46
133,47
133,48
133,49
134,45
134,46
134,47
134,48
134,49
135,47
135,48
135,49
136,48
136,49
